order_id,amount,profit,quantity,category,payment_method
OR_1818,477.57,116.78,7,Category C,EMI
OR_3420,146.19,59.57,2,Category B,EMI
OR_5406,172.17,29.69,5,Category A,Card
OR_7339,75.6,35.41,4,Category A,Checks
OR_6432,185.63,71.03,7,Category B,Mobile Payment
OR_4157,352.42,110.51,6,Category C,Mobile Payment
OR_6824,114.76,42.0,1,Category B,Card
OR_2797,300.95,60.52,1,Category C,COD
OR_5420,173.51,82.64,1,Category A,COD
OR_3572,276.3,115.14,2,Category A,EMI
OR_3662,68.69,32.18,8,Category A,Card
OR_5049,154.44,22.31,6,Category A,Checks
OR_4780,487.7,220.6,6,Category A,COD
OR_9045,342.46,66.58,7,Category B,EMI
OR_7138,187.15,52.12,4,Category B,EMI
OR_2920,140.08,36.6,2,Category A,Mobile Payment
OR_9745,448.14,118.37,3,Category A,Card
OR_8040,185.54,80.0,2,Category B,Mobile Payment
OR_2491,32.57,7.31,2,Category B,Mobile Payment
OR_7802,295.36,142.83,7,Category A,Card
OR_3376,392.89,96.36,1,Category A,Card
OR_153,481.83,57.27,9,Category C,Card
OR_2841,247.99,53.77,9,Category B,Checks
OR_2503,173.76,25.93,2,Category A,COD
OR_7465,165.48,22.06,10,Category B,Checks
OR_8748,340.46,148.4,7,Category A,COD
OR_9310,49.66,16.91,2,Category A,Checks
OR_1134,77.33,33.09,3,Category C,COD
OR_750,348.89,45.01,10,Category C,COD
OR_6452,167.19,61.77,8,Category A,Mobile Payment
OR_8808,52.08,17.84,10,Category B,Mobile Payment
OR_7726,76.11,15.3,9,Category C,Card
OR_3291,260.63,57.79,6,Category A,Checks
OR_6077,282.82,40.57,8,Category B,EMI
OR_177,364.92,53.33,2,Category C,Mobile Payment
OR_1230,24.26,7.65,5,Category C,Card
OR_8995,465.28,201.55,7,Category B,Card
OR_8594,331.79,132.1,4,Category A,COD
OR_2677,121.36,13.84,9,Category A,Mobile Payment
OR_7269,457.25,108.26,7,Category C,COD
OR_4485,48.86,6.6,8,Category C,COD
OR_1225,355.52,119.12,9,Category C,Mobile Payment
OR_7501,23.47,4.89,9,Category C,COD
OR_8469,233.93,39.14,4,Category B,Card
OR_1538,401.33,146.99,10,Category A,Card
OR_3908,319.3,92.14,8,Category B,Card
OR_1301,36.67,13.79,3,Category B,COD
OR_3029,66.24,30.59,7,Category C,COD
OR_5572,426.53,113.99,5,Category C,Card
OR_7761,384.84,162.93,8,Category B,COD
OR_3294,49.66,6.5,5,Category A,EMI
OR_2473,487.75,192.21,5,Category B,COD
OR_2057,420.18,199.42,10,Category B,Card
OR_7678,197.33,77.24,9,Category A,EMI
OR_9255,109.63,48.27,8,Category B,Checks
OR_3041,402.89,155.97,7,Category C,Card
OR_3495,59.05,19.99,8,Category B,COD
OR_6464,368.66,120.21,5,Category B,Mobile Payment
OR_2718,344.01,63.17,10,Category C,Mobile Payment
OR_9160,114.5,41.16,3,Category C,Card
OR_8597,252.71,30.73,4,Category B,EMI
OR_5388,38.19,7.52,7,Category A,Card
OR_5687,141.57,67.44,3,Category C,Card
OR_9026,309.74,116.93,1,Category C,Checks
OR_5967,315.26,43.22,4,Category B,Card
OR_7085,155.32,22.16,3,Category C,EMI
OR_410,467.01,204.12,9,Category B,Card
OR_2863,193.75,83.5,10,Category C,Card
OR_6734,273.56,89.89,9,Category B,EMI
OR_3946,131.52,59.22,4,Category A,Checks
OR_7465,79.51,15.17,9,Category A,EMI
OR_8747,362.32,36.8,5,Category C,Card
OR_9663,113.88,26.95,4,Category C,Mobile Payment
OR_349,282.19,106.71,6,Category C,Card
OR_7542,499.61,198.62,7,Category C,Card
OR_5337,223.62,23.19,8,Category A,Card
OR_1815,496.24,233.06,7,Category B,COD
OR_8379,135.09,64.44,2,Category C,Mobile Payment
OR_4833,74.86,18.23,3,Category B,EMI
OR_548,139.75,46.49,7,Category B,Checks
OR_2913,390.27,39.33,8,Category C,EMI
OR_2692,201.51,88.07,7,Category A,Card
OR_7911,146.86,50.78,9,Category C,Card
OR_6544,300.4,52.07,3,Category B,Checks
OR_2273,114.55,41.86,6,Category A,Card
OR_7532,413.21,155.58,5,Category C,Checks
OR_15,246.85,113.6,1,Category A,Mobile Payment
OR_2308,464.75,145.89,8,Category C,Checks
OR_4246,293.54,144.32,10,Category C,Checks
OR_7612,367.87,142.94,6,Category B,COD
OR_6233,395.94,43.86,7,Category A,COD
OR_4243,185.74,82.89,8,Category B,Checks
OR_423,12.34,4.55,1,Category C,Mobile Payment
OR_4970,303.24,74.45,9,Category C,Mobile Payment
OR_344,498.0,90.08,2,Category A,EMI
OR_5835,378.87,168.29,7,Category B,COD
OR_5528,284.64,115.03,7,Category A,COD
OR_3006,321.07,73.29,1,Category C,COD
OR_7729,294.51,30.48,6,Category C,COD
OR_3653,323.72,100.38,4,Category C,Checks
OR_3843,67.2,15.67,2,Category C,COD
OR_3275,334.67,142.65,6,Category B,Card
OR_7616,250.18,37.75,8,Category C,Checks
OR_1140,381.77,61.63,10,Category B,COD
OR_7912,341.77,36.15,1,Category A,COD
OR_6204,480.75,187.16,8,Category A,Mobile Payment
OR_3364,498.04,78.32,7,Category C,EMI
OR_5474,174.68,86.95,5,Category B,COD
OR_113,417.8,189.49,5,Category A,Checks
OR_9444,340.82,84.99,4,Category B,Mobile Payment
OR_7764,29.82,6.39,4,Category B,Checks
OR_3825,118.41,14.98,3,Category C,COD
OR_7360,25.7,8.45,3,Category A,Checks
OR_2175,147.26,71.34,8,Category A,Mobile Payment
OR_1996,57.18,13.96,7,Category B,Mobile Payment
OR_1187,376.14,38.18,6,Category B,COD
OR_18,443.0,50.1,8,Category C,Mobile Payment
OR_9290,101.91,46.01,8,Category B,Checks
OR_6743,206.6,67.62,9,Category C,Mobile Payment
OR_2685,331.24,141.5,2,Category C,Card
OR_9324,272.29,43.28,8,Category C,EMI
OR_6769,308.65,144.34,9,Category B,Card
OR_8922,355.75,145.36,10,Category B,COD
OR_6498,234.56,41.65,10,Category C,COD
OR_3189,279.63,89.55,3,Category B,COD
OR_7465,203.97,69.43,5,Category A,Checks
OR_7728,189.15,57.67,1,Category B,Card
OR_7823,68.83,21.81,1,Category C,COD
OR_9280,57.85,14.8,8,Category C,Checks
OR_3093,415.8,47.74,10,Category A,Checks
OR_6381,459.51,148.11,10,Category C,Mobile Payment
OR_988,203.19,76.04,2,Category B,Mobile Payment
OR_4879,236.8,90.62,7,Category C,Mobile Payment
OR_5222,365.41,82.7,10,Category C,Mobile Payment
OR_4809,439.27,87.91,2,Category C,EMI
OR_4865,304.95,62.22,2,Category B,Mobile Payment
OR_5742,368.42,112.06,8,Category C,EMI
OR_9497,93.48,9.43,10,Category A,Checks
OR_9128,29.6,12.19,4,Category C,COD
OR_7871,247.11,48.16,5,Category A,Mobile Payment
OR_4807,293.77,130.27,8,Category A,Mobile Payment
OR_1186,12.62,3.34,5,Category B,Checks
OR_5348,499.41,164.66,4,Category B,Mobile Payment
OR_8546,128.17,14.35,10,Category B,Card
OR_3216,278.63,78.25,2,Category B,EMI
OR_3279,234.4,87.74,10,Category A,EMI
OR_274,236.5,34.89,7,Category B,EMI
OR_1513,30.27,12.45,2,Category C,Mobile Payment
OR_7049,493.77,138.74,6,Category A,EMI
OR_2399,168.8,38.09,6,Category B,Mobile Payment
OR_9560,37.14,14.07,9,Category B,Card
OR_5470,74.65,26.07,8,Category A,Mobile Payment
OR_4410,98.63,36.15,1,Category A,Checks
OR_4110,490.53,191.18,7,Category B,COD
OR_1777,88.22,27.82,3,Category C,EMI
OR_6799,31.41,8.33,4,Category C,Checks
OR_6546,16.09,1.94,8,Category A,COD
OR_6238,360.59,54.46,4,Category B,Checks
OR_2502,239.69,28.72,7,Category B,EMI
OR_3127,247.3,87.87,3,Category C,EMI
OR_686,149.96,60.02,2,Category B,Checks
OR_8957,499.63,172.9,3,Category A,Mobile Payment
OR_6415,204.24,89.11,6,Category A,COD
OR_2337,413.9,55.64,7,Category C,COD
OR_882,443.37,62.94,3,Category B,Card
OR_4072,404.55,145.95,8,Category C,EMI
OR_8940,334.84,107.8,10,Category B,EMI
OR_1152,144.56,31.31,5,Category B,Checks
OR_244,310.45,116.54,10,Category A,EMI
OR_568,405.21,145.5,10,Category C,COD
OR_6351,154.06,68.63,6,Category B,Card
OR_9080,343.75,53.19,2,Category A,Card
OR_965,276.01,55.77,5,Category B,Card
OR_8314,184.94,92.07,2,Category B,EMI
OR_2699,95.46,20.93,9,Category C,COD
OR_1555,151.13,37.48,6,Category A,EMI
OR_4781,155.86,28.84,6,Category A,COD
OR_4319,30.02,10.25,8,Category A,Card
OR_8310,141.62,20.6,3,Category B,Card
OR_4734,371.23,148.89,1,Category C,Card
OR_6366,475.22,72.07,9,Category A,Card
OR_1261,290.47,63.59,5,Category A,Card
OR_3424,442.09,200.39,9,Category A,Mobile Payment
OR_4856,102.77,30.35,8,Category A,Mobile Payment
OR_334,112.16,49.43,2,Category A,EMI
OR_7345,98.77,38.56,5,Category A,EMI
OR_188,391.2,148.62,3,Category C,Mobile Payment
OR_5276,323.51,62.62,9,Category A,Card
OR_1750,367.38,73.96,9,Category A,Card
OR_9612,157.39,52.68,6,Category C,EMI
OR_9496,327.98,115.15,8,Category A,EMI
OR_2322,370.5,107.33,4,Category C,Checks
OR_3860,235.95,61.16,2,Category B,EMI
OR_6151,258.12,86.5,10,Category A,COD
OR_4557,147.66,48.68,1,Category A,Card
OR_9073,415.01,135.92,9,Category B,Card
OR_8294,455.54,201.93,7,Category A,Checks
OR_7813,254.01,79.22,8,Category B,EMI
OR_2025,166.02,49.22,8,Category B,Card
OR_6021,273.61,31.72,1,Category B,EMI
OR_1776,115.63,34.91,3,Category C,Card
OR_1214,151.2,47.12,7,Category C,Card
OR_7884,307.11,152.3,9,Category A,Card
OR_4078,180.16,80.76,3,Category C,EMI
OR_2171,226.77,83.39,2,Category C,Card
OR_9615,161.83,75.54,10,Category C,Card
OR_8468,180.74,58.32,9,Category B,Mobile Payment
OR_4733,367.02,53.44,4,Category C,COD
OR_2066,329.52,101.68,8,Category B,Card
OR_6144,290.72,88.4,5,Category C,Mobile Payment
OR_3860,281.47,50.45,10,Category B,COD
OR_2918,426.58,157.57,7,Category A,EMI
OR_1991,56.41,10.75,5,Category A,EMI
OR_4048,398.09,169.94,7,Category A,Checks
OR_6456,288.73,140.98,3,Category A,Checks
OR_2369,52.61,9.27,2,Category C,Mobile Payment
OR_8735,157.22,56.63,2,Category B,EMI
OR_3663,446.23,218.32,3,Category A,EMI
OR_7,100.01,36.54,3,Category A,EMI
OR_46,342.51,52.26,8,Category A,Mobile Payment
OR_3469,71.88,23.79,3,Category A,COD
OR_503,229.94,67.89,7,Category C,EMI
OR_9738,186.0,38.46,5,Category A,Mobile Payment
OR_1967,156.56,15.75,9,Category A,EMI
OR_4538,201.2,84.54,8,Category B,Checks
OR_5338,245.68,66.05,7,Category B,EMI
OR_6722,247.35,62.73,8,Category A,Card
OR_1996,319.87,111.7,8,Category C,Checks
OR_823,207.67,33.93,1,Category B,Checks
OR_2152,152.48,72.56,7,Category B,Mobile Payment
OR_4473,313.78,109.72,6,Category A,COD
OR_9725,415.36,182.73,8,Category C,COD
OR_9214,386.69,167.14,10,Category B,EMI
OR_6652,436.28,198.99,8,Category A,Checks
OR_1566,340.54,42.0,3,Category B,EMI
OR_5603,57.49,18.17,10,Category A,Checks
OR_7303,307.63,63.45,3,Category B,Card
OR_8687,296.06,98.64,6,Category B,Card
OR_1260,239.09,84.42,9,Category A,EMI
OR_3511,70.95,12.89,2,Category B,EMI
OR_9375,308.4,101.89,10,Category B,Mobile Payment
OR_472,165.41,79.57,5,Category C,EMI
OR_9590,278.65,79.42,5,Category C,Mobile Payment
OR_6922,472.12,64.69,8,Category C,Checks
OR_6815,400.01,83.07,3,Category B,Mobile Payment
OR_8673,446.71,128.3,5,Category C,Checks
OR_3276,204.09,25.72,6,Category A,EMI
OR_5888,372.72,155.27,3,Category A,COD
OR_1539,169.33,26.02,4,Category B,Checks
OR_7170,103.14,32.04,1,Category C,Checks
OR_7571,185.18,48.45,1,Category A,Card
OR_2475,96.9,36.91,1,Category A,Card
OR_8376,379.22,146.52,6,Category A,EMI
OR_5238,166.85,74.93,5,Category C,Checks
OR_7810,473.03,106.56,5,Category C,Card
OR_9296,109.89,25.06,2,Category B,COD
OR_5727,331.55,121.42,9,Category B,EMI
OR_6952,295.92,134.29,5,Category C,EMI
OR_1346,498.52,121.19,1,Category A,EMI
OR_5607,320.55,33.55,7,Category B,Checks
OR_8914,44.78,17.03,5,Category C,COD
OR_9268,494.88,117.21,4,Category A,EMI
OR_2547,441.2,44.27,3,Category C,EMI
OR_1262,332.31,108.71,5,Category A,Card
OR_6178,21.26,5.48,9,Category A,Card
OR_6064,442.81,188.37,2,Category B,EMI
OR_3583,243.39,113.81,5,Category C,Checks
OR_1862,26.71,11.6,8,Category B,COD
OR_2734,328.2,67.26,5,Category B,Mobile Payment
OR_2854,177.5,23.31,2,Category A,EMI
OR_5129,176.4,31.18,2,Category B,COD
OR_1708,118.87,56.37,1,Category B,Checks
OR_3154,172.41,73.41,9,Category C,Checks
OR_7662,89.45,16.27,4,Category B,Mobile Payment
OR_5115,472.82,92.27,9,Category A,COD
OR_1761,122.91,57.17,4,Category B,EMI
OR_7479,93.4,10.7,1,Category A,EMI
OR_3413,318.98,33.88,1,Category C,COD
OR_8923,372.21,175.93,3,Category B,COD
OR_107,254.18,67.33,4,Category A,Card
OR_22,471.1,216.59,2,Category B,EMI
OR_7722,414.56,66.2,5,Category C,EMI
OR_9107,311.56,124.82,1,Category C,COD
OR_4436,73.47,29.73,7,Category A,COD
OR_5180,377.01,115.33,5,Category A,COD
OR_1297,330.79,158.68,1,Category C,Card
OR_1694,293.42,42.08,3,Category C,Checks
OR_8263,175.42,67.52,6,Category C,EMI
OR_8294,336.96,126.08,7,Category C,Checks
OR_2226,168.77,43.93,3,Category B,EMI
OR_4059,245.01,120.53,8,Category B,Card
OR_7966,149.81,53.31,6,Category B,COD
OR_41,42.23,6.07,2,Category A,COD
OR_6845,275.11,130.13,2,Category B,EMI
OR_1846,196.83,89.91,8,Category C,Mobile Payment
OR_9190,29.51,9.7,6,Category B,EMI
OR_6725,151.42,28.45,7,Category C,Mobile Payment
OR_3934,338.43,162.98,6,Category C,Checks
OR_2245,44.23,10.19,8,Category B,Mobile Payment
OR_9465,165.51,53.83,2,Category A,COD
OR_6354,14.05,2.9,8,Category A,EMI
OR_751,224.68,56.15,10,Category B,Checks
OR_103,270.19,42.93,7,Category C,Checks
OR_4656,238.94,64.01,7,Category A,EMI
OR_8133,333.58,146.63,2,Category B,COD
OR_2236,103.93,48.84,1,Category A,EMI
OR_3427,24.47,5.31,6,Category A,EMI
OR_5238,69.27,22.59,1,Category B,Mobile Payment
OR_7668,374.21,123.72,9,Category B,EMI
OR_3781,155.1,40.68,4,Category C,Checks
OR_7295,57.94,23.82,6,Category C,EMI
OR_266,438.23,48.11,3,Category B,Checks
OR_7589,180.55,42.2,3,Category B,Checks
OR_4918,150.11,42.94,3,Category C,Mobile Payment
OR_7328,487.74,95.25,9,Category C,Card
OR_5689,140.25,18.05,10,Category A,Card
OR_6748,494.22,66.12,1,Category C,EMI
OR_594,226.74,30.71,1,Category A,Mobile Payment
OR_7327,96.47,11.03,5,Category B,Checks
OR_6692,50.6,21.47,6,Category C,EMI
OR_3746,24.21,3.27,7,Category A,Card
OR_7940,59.56,21.0,6,Category C,Mobile Payment
OR_3695,449.73,141.02,2,Category C,COD
OR_490,295.5,58.8,1,Category B,Checks
OR_5118,397.04,61.08,8,Category A,COD
OR_5181,321.32,115.35,8,Category C,EMI
OR_5543,342.18,165.27,5,Category C,COD
OR_303,301.8,112.69,10,Category C,EMI
OR_253,32.4,12.95,9,Category B,Mobile Payment
OR_3497,103.39,32.15,2,Category A,Card
OR_7139,278.29,134.74,4,Category A,COD
OR_3936,432.01,154.82,6,Category B,Checks
OR_5684,288.99,64.24,9,Category A,COD
OR_3200,307.75,102.98,10,Category B,Mobile Payment
OR_9515,316.2,44.14,9,Category B,Card
OR_9364,279.76,34.31,8,Category A,Checks
OR_4941,346.91,161.74,8,Category A,Card
OR_7948,36.45,17.11,10,Category B,EMI
OR_4329,417.66,180.48,5,Category B,EMI
OR_5366,119.91,16.97,1,Category A,Mobile Payment
OR_1861,265.94,51.92,1,Category A,Mobile Payment
OR_5679,73.81,18.13,1,Category A,EMI
OR_5681,180.92,89.09,4,Category B,COD
OR_2374,207.25,86.46,8,Category A,Card
OR_2002,248.26,107.48,8,Category B,Mobile Payment
OR_4218,459.0,151.69,4,Category B,Checks
OR_6302,284.07,93.8,10,Category B,COD
OR_1431,474.71,143.68,5,Category A,Mobile Payment
OR_507,323.04,66.7,5,Category A,Mobile Payment
OR_8414,88.84,16.11,9,Category C,Card
OR_391,82.6,32.12,10,Category A,COD
OR_9083,437.61,104.23,5,Category C,Card
OR_2240,166.1,20.31,8,Category B,Mobile Payment
OR_5558,119.8,21.07,6,Category C,EMI
OR_4067,399.22,110.06,9,Category C,Card
OR_4028,357.71,44.42,9,Category C,Checks
OR_3512,167.66,27.34,1,Category B,Card
OR_6786,454.12,149.03,8,Category B,Mobile Payment
OR_351,66.03,28.51,8,Category C,Card
OR_3547,418.46,72.16,2,Category B,COD
OR_6804,328.29,47.77,3,Category C,Checks
OR_4098,117.26,45.61,1,Category C,COD
OR_8350,442.8,84.68,7,Category B,EMI
OR_5678,130.18,25.34,10,Category C,Checks
OR_8279,228.04,102.65,5,Category A,EMI
OR_8253,20.06,5.93,3,Category B,COD
OR_6929,158.18,17.95,3,Category B,Checks
OR_5930,89.5,30.94,10,Category B,EMI
OR_9293,203.24,68.03,3,Category C,COD
OR_5019,103.71,43.26,2,Category A,EMI
OR_674,347.46,50.36,2,Category B,COD
OR_2299,179.23,49.82,9,Category C,Mobile Payment
OR_2767,380.47,74.33,1,Category B,COD
OR_5580,358.58,168.18,8,Category B,Mobile Payment
OR_3730,425.96,128.63,2,Category B,EMI
OR_7247,338.01,87.69,9,Category C,EMI
OR_8240,45.52,12.17,4,Category B,Card
OR_3723,135.66,47.3,1,Category B,EMI
OR_3013,250.36,72.49,9,Category C,COD
OR_7160,269.74,64.51,10,Category B,Card
OR_2765,431.29,102.07,2,Category B,COD
OR_4715,227.26,81.42,7,Category A,Checks
OR_3531,230.9,74.64,8,Category A,Card
OR_5226,259.48,74.31,1,Category A,Mobile Payment
OR_1377,125.82,35.89,8,Category A,Checks
OR_1676,428.01,127.61,2,Category C,COD
OR_6821,433.44,147.44,4,Category B,Checks
OR_2711,397.74,93.95,3,Category B,EMI
OR_5928,36.44,7.25,2,Category A,EMI
OR_428,156.26,36.7,5,Category B,COD
OR_2201,461.46,63.7,1,Category A,Mobile Payment
OR_8857,447.98,79.75,2,Category C,COD
OR_3923,286.18,116.18,3,Category C,EMI
OR_6079,289.54,40.57,10,Category C,Checks
OR_8388,58.46,12.71,8,Category C,Mobile Payment
OR_5913,54.51,6.21,8,Category A,EMI
OR_6299,157.46,74.35,9,Category B,COD
OR_7440,245.72,120.92,2,Category C,EMI
OR_1501,330.53,124.97,7,Category C,COD
OR_9414,156.02,67.41,2,Category B,Mobile Payment
OR_5009,240.36,49.29,8,Category A,EMI
OR_8731,297.66,113.44,1,Category B,Mobile Payment
OR_6103,103.48,43.75,4,Category B,COD
OR_4888,419.64,109.22,10,Category A,COD
OR_258,431.93,110.15,5,Category B,Checks
OR_2929,429.3,139.78,5,Category C,Card
OR_2080,239.11,103.25,6,Category A,EMI
OR_988,261.72,128.21,6,Category B,Mobile Payment
OR_3208,32.57,8.92,10,Category B,COD
OR_3909,487.94,239.81,10,Category A,Mobile Payment
OR_3594,207.91,70.88,9,Category A,COD
OR_9603,434.07,165.22,5,Category B,COD
OR_3949,152.87,20.49,8,Category A,COD
OR_1752,105.0,28.46,3,Category A,Mobile Payment
OR_6515,139.88,69.09,8,Category A,Card
OR_1829,253.96,56.66,6,Category C,COD
OR_6857,135.33,50.22,1,Category C,COD
OR_7187,463.68,83.88,2,Category B,Mobile Payment
OR_4272,53.95,18.48,9,Category A,EMI
OR_3423,416.47,115.42,8,Category C,Mobile Payment
OR_4162,116.22,30.39,3,Category A,Card
OR_240,250.71,51.44,7,Category B,COD
OR_6828,196.94,66.49,10,Category A,COD
OR_5297,67.48,9.32,9,Category C,COD
OR_8039,267.16,125.01,2,Category B,Checks
OR_6739,46.76,17.15,7,Category A,Card
OR_5660,236.62,31.16,4,Category B,Card
OR_7395,303.89,96.45,6,Category C,Card
OR_9547,433.04,169.49,4,Category C,Card
OR_8139,309.1,123.19,3,Category B,COD
OR_5555,239.09,43.31,7,Category C,COD
OR_7987,186.18,63.61,5,Category C,EMI
OR_7287,158.22,19.57,5,Category C,EMI
OR_8550,225.48,97.05,4,Category C,COD
OR_9180,141.47,52.83,4,Category A,Checks
OR_9208,55.63,27.3,7,Category A,Card
OR_3918,244.62,94.53,9,Category C,EMI
OR_6522,112.36,32.89,4,Category B,Mobile Payment
OR_1543,434.25,154.49,3,Category B,Mobile Payment
OR_3220,198.45,90.07,10,Category C,EMI
OR_9475,14.87,3.84,6,Category C,Card
OR_8072,396.58,179.35,3,Category A,COD
OR_737,36.79,13.59,9,Category B,COD
OR_8129,295.76,50.08,7,Category A,EMI
OR_840,301.98,50.19,5,Category B,Mobile Payment
OR_7015,428.02,62.05,8,Category B,Checks
OR_274,12.67,3.7,8,Category A,EMI
OR_1852,99.41,30.69,10,Category A,Checks
OR_1109,154.76,21.8,7,Category B,EMI
OR_1843,260.59,28.06,1,Category C,Checks
OR_2098,485.9,178.11,3,Category A,Checks
OR_9366,224.67,26.15,5,Category B,EMI
OR_212,90.33,20.06,2,Category C,Mobile Payment
OR_7005,93.94,22.23,3,Category A,EMI
OR_1877,260.65,92.59,5,Category C,Card
OR_5686,194.18,82.0,10,Category C,Card
OR_9032,113.07,16.1,9,Category C,Card
OR_305,111.59,43.07,5,Category B,Card
OR_2033,490.34,163.07,8,Category B,COD
OR_8639,271.23,86.28,2,Category C,Mobile Payment
OR_3902,360.41,84.18,6,Category B,Checks
OR_7500,38.57,7.87,9,Category C,EMI
OR_797,369.13,104.14,5,Category A,Card
OR_5583,232.04,60.88,5,Category A,Checks
OR_5572,42.12,9.93,8,Category A,Mobile Payment
OR_9354,361.5,94.37,4,Category A,Checks
OR_9270,318.79,133.53,9,Category A,Checks
OR_7055,393.76,104.22,8,Category B,Card
OR_2157,307.5,51.99,3,Category B,Checks
OR_8665,129.88,53.5,9,Category A,Card
OR_8794,221.24,88.57,10,Category B,Mobile Payment
OR_6285,76.83,12.86,8,Category B,Checks
OR_7803,437.11,84.7,4,Category B,EMI
OR_377,352.14,47.51,5,Category A,Card
OR_1844,164.17,78.43,1,Category A,Mobile Payment
OR_5558,244.45,108.39,5,Category A,EMI
OR_5128,378.55,61.24,1,Category A,Card
OR_7369,134.21,52.1,8,Category C,Mobile Payment
OR_133,53.67,18.67,4,Category C,Checks
OR_4846,265.33,125.2,8,Category C,EMI
OR_2792,401.99,84.69,1,Category A,Mobile Payment
OR_5753,302.5,68.62,5,Category C,Card
OR_5081,58.8,15.15,10,Category B,Mobile Payment
OR_9376,221.65,58.15,3,Category C,Mobile Payment
OR_229,93.38,38.06,2,Category B,COD
OR_3525,104.44,33.39,1,Category B,COD
OR_8259,438.3,115.88,9,Category C,EMI
OR_1527,472.38,103.91,6,Category A,Card
OR_1812,427.17,113.68,4,Category A,EMI
OR_8402,115.38,23.09,2,Category B,COD
OR_8155,124.47,59.12,6,Category C,EMI
OR_7690,201.18,32.49,6,Category C,Card
OR_4613,362.2,127.17,5,Category A,Checks
OR_1823,448.88,206.4,5,Category C,Checks
OR_5914,143.17,51.7,3,Category C,Checks
OR_841,274.83,89.61,1,Category B,EMI
OR_6438,389.98,110.37,8,Category A,EMI
OR_4841,452.15,217.04,5,Category B,COD
OR_1189,152.77,69.47,1,Category A,Mobile Payment
OR_5249,257.3,90.86,6,Category A,Mobile Payment
OR_599,484.77,205.04,5,Category B,COD
OR_641,111.74,28.35,4,Category C,Mobile Payment
OR_4064,237.04,97.68,4,Category A,EMI
OR_8602,287.16,126.18,2,Category B,COD
OR_1245,255.34,87.59,10,Category A,Mobile Payment
OR_8038,472.54,145.62,7,Category A,Checks
OR_3989,49.63,14.36,1,Category B,Checks
OR_815,228.19,54.11,1,Category C,COD
OR_8396,39.29,14.0,3,Category A,Checks
OR_4149,333.16,51.84,9,Category C,Mobile Payment
OR_2510,302.5,106.57,6,Category B,Card
OR_8277,400.44,82.19,6,Category C,Mobile Payment
OR_4726,237.08,50.01,2,Category C,EMI
OR_8863,86.94,15.32,10,Category C,COD
OR_1859,158.06,72.68,3,Category B,Mobile Payment
OR_3286,84.16,28.74,2,Category C,EMI
OR_5470,270.89,43.65,5,Category A,Mobile Payment
OR_1715,279.82,83.79,5,Category A,Mobile Payment
OR_5297,261.61,97.87,10,Category C,EMI
OR_3314,342.59,162.84,9,Category C,EMI
OR_4976,429.76,113.23,7,Category C,Mobile Payment
OR_7054,299.14,38.01,3,Category A,Checks
OR_3872,137.31,37.99,3,Category A,EMI
OR_1269,400.3,160.58,9,Category C,Card
OR_8713,285.04,57.08,8,Category A,Card
OR_714,310.76,106.62,8,Category C,Checks
OR_887,283.17,68.34,8,Category C,Checks
OR_5053,138.18,14.81,1,Category B,Card
OR_1250,51.98,20.38,10,Category C,Card
OR_1811,446.33,52.29,8,Category A,Card
